temperature,humidity,rainfall,wind_speed,crop_type,soil_type,area_acres,days_since_last_irrigation,prev_water_litres,irrigation_needed,crop_stress,recommended_water_l_m2
25.6,87.7,35.0,18.3,Rubber,Sandy,3.96,3,78,0,Low,0.0
32.1,80.1,15.0,15.4,Tea,Loam,9.81,2,17,0,Low,0.0
30.9,58.9,0.0,19.9,Coffee,Silty,2.04,9,277,1,High,10.5
20.3,88.4,35.0,12.6,Coffee,Loam,7.98,3,105,0,Low,0.0
33.5,41.9,0.0,23.6,Paddy,Loam,0.56,6,456,1,High,23.9
21.1,69.4,35.0,26.8,Banana,Chalky,5.09,6,453,0,Low,0.0
27.6,57.0,60.0,26.4,Pepper,Sandy,7.08,8,36,0,Low,0.0
28.1,46.8,8.0,10.9,Rubber,Silty,2.45,8,82,0,Low,0.0
31.0,45.3,2.5,6.1,Paddy,Silty,4.04,0,343,1,High,18.2
28.0,68.9,35.0,27.1,Coffee,Loam,6.9,9,30,0,Low,0.0
35.3,46.0,35.0,9.2,Pepper,Chalky,9.91,1,79,0,Low,0.0
35.1,93.1,8.0,20.3,Pepper,Clay,0.9,3,8,0,Low,0.0
27.1,43.9,8.0,26.3,Coffee,Chalky,9.65,8,309,0,Low,0.0
32.0,69.8,60.0,11.9,Paddy,Chalky,7.67,8,185,0,Low,0.0
37.8,42.4,0.0,12.8,Tea,Sandy,3.39,4,112,1,High,19.4
31.7,66.9,0.0,17.9,Coconut,Clay,8.43,3,107,1,High,12.3
38.7,88.9,2.5,11.3,Tea,Sandy,4.99,6,239,1,High,20.0
37.8,38.2,60.0,24.1,Banana,Silty,2.91,4,67,0,Medium,0.0
25.1,65.7,0.0,17.7,Vegetables,Sandy,5.54,9,339,1,Medium,20.2
28.4,54.1,0.0,22.2,Banana,Clay,2.72,1,432,1,Medium,19.1
36.3,35.0,2.5,17.6,Banana,Sandy,1.54,4,113,1,High,23.3
38.5,92.4,35.0,22.0,Tea,Silty,4.97,1,244,0,Low,0.0
27.5,72.0,0.0,12.5,Pepper,Silty,4.67,0,146,0,Medium,0.0
31.6,48.2,35.0,11.0,Coffee,Chalky,1.26,2,349,0,Low,0.0
38.0,64.1,15.0,7.0,Paddy,Chalky,9.03,1,312,0,Low,0.0
27.6,48.0,35.0,21.8,Coconut,Peat,9.19,2,158,0,Low,0.0
26.0,91.4,0.0,22.3,Coffee,Clay,8.92,3,464,1,Medium,13.7
26.3,65.2,0.0,14.0,Coffee,Chalky,4.58,9,409,1,Medium,13.0
37.8,70.5,35.0,21.7,Tea,Clay,3.15,5,479,0,Low,0.0
20.1,94.1,60.0,18.8,Coffee,Clay,9.61,2,106,0,Low,0.0
25.9,81.2,8.0,6.4,Banana,Clay,1.84,2,173,0,Low,0.0
30.6,80.8,0.0,6.8,Banana,Loam,0.74,2,3,1,Medium,19.6
36.8,77.0,35.0,13.8,Coffee,Silty,5.03,5,417,0,Low,0.0
37.4,67.2,0.0,4.9,Banana,Sandy,2.68,5,467,1,High,26.0
29.6,88.6,0.0,27.8,Coconut,Chalky,1.32,3,341,1,Medium,10.5
29.9,73.0,35.0,5.4,Paddy,Sandy,6.09,8,315,0,Low,0.0
32.5,64.8,15.0,14.0,Vegetables,Chalky,6.37,3,370,0,Low,0.0
22.0,74.0,35.0,7.9,Pepper,Silty,8.55,3,96,0,Low,0.0
27.9,50.9,0.0,9.8,Paddy,Sandy,9.73,1,327,1,Medium,22.9
26.4,77.2,15.0,12.2,Tea,Clay,6.91,1,288,0,Low,0.0
28.8,68.4,15.0,20.9,Rubber,Clay,1.4,6,240,0,Low,0.0
21.9,71.8,60.0,27.0,Pepper,Loam,9.91,6,469,0,Low,0.0
33.7,39.4,8.0,7.5,Coconut,Chalky,0.65,8,27,0,Medium,0.0
28.3,47.0,60.0,19.0,Pepper,Clay,0.87,3,440,0,Low,0.0
22.3,73.9,60.0,5.6,Tea,Sandy,3.24,7,182,0,Low,0.0
36.5,57.2,2.5,22.7,Pepper,Sandy,5.43,8,307,1,High,18.6
36.9,49.4,15.0,15.9,Coffee,Silty,4.46,5,399,0,Medium,0.0
28.2,42.9,0.0,17.3,Tea,Sandy,5.01,5,378,1,High,13.1
32.8,59.3,0.0,16.0,Vegetables,Clay,5.43,2,456,1,High,16.1
24.6,46.1,8.0,17.0,Tea,Sandy,4.96,5,167,0,Low,0.0
28.5,59.7,0.0,13.3,Tea,Chalky,6.58,3,290,1,High,13.4
36.6,45.2,0.0,8.5,Banana,Clay,0.68,7,499,1,High,20.9
37.7,78.0,8.0,20.0,Tea,Loam,7.31,2,103,0,Low,0.0
25.8,54.3,8.0,27.1,Coffee,Loam,6.62,7,252,0,Low,0.0
32.0,93.6,15.0,20.3,Tea,Sandy,8.96,6,156,0,Low,0.0
31.8,53.9,0.0,20.9,Tea,Sandy,7.39,7,476,1,High,14.0
20.4,67.7,0.0,20.1,Coconut,Peat,4.45,3,179,1,Medium,11.5
31.2,73.9,0.0,23.2,Banana,Silty,7.84,1,119,1,Medium,19.3
25.2,67.8,8.0,16.1,Rubber,Silty,7.4,8,158,0,Low,0.0
22.5,80.0,0.0,27.6,Coffee,Sandy,7.14,0,279,0,Medium,0.0
20.8,59.2,2.5,20.0,Tea,Chalky,5.26,6,234,1,High,11.1
25.8,65.9,8.0,26.6,Vegetables,Silty,0.9,4,104,0,Low,0.0
21.0,56.6,15.0,13.2,Coconut,Loam,9.8,4,360,0,Low,0.0
37.5,63.8,2.5,5.2,Banana,Clay,8.1,9,57,1,High,21.5
37.6,84.7,8.0,27.8,Coffee,Peat,2.06,3,157,0,Low,0.0
32.7,38.6,35.0,4.2,Banana,Silty,3.86,4,98,0,Medium,0.0
34.9,67.7,2.5,5.1,Tea,Loam,8.3,2,285,1,Medium,18.0
24.9,78.5,0.0,5.1,Tea,Peat,3.44,1,8,0,Medium,0.0
37.3,46.6,8.0,21.0,Rubber,Sandy,5.77,4,254,0,Medium,0.0
35.0,60.4,8.0,10.1,Vegetables,Clay,7.97,6,89,0,Low,0.0
27.9,49.0,35.0,17.2,Coconut,Chalky,6.33,7,285,0,Low,0.0
33.2,45.0,35.0,26.0,Vegetables,Chalky,7.91,6,157,0,Medium,0.0
27.6,79.4,0.0,7.4,Coconut,Silty,9.1,1,15,0,Medium,0.0
29.3,90.6,15.0,15.8,Coffee,Silty,2.41,3,378,0,Low,0.0
34.5,63.2,0.0,5.7,Vegetables,Chalky,4.08,5,421,1,High,20.5
36.7,88.3,35.0,22.7,Paddy,Clay,3.64,9,440,0,Low,0.0
26.6,55.3,60.0,18.6,Pepper,Clay,5.77,2,298,0,Low,0.0
29.4,45.7,8.0,9.8,Rubber,Silty,0.97,2,9,0,Low,0.0
24.8,86.7,8.0,4.5,Coffee,Chalky,1.86,4,187,0,Low,0.0
30.8,49.8,35.0,17.0,Coconut,Peat,5.68,3,225,0,Medium,0.0
34.2,65.3,60.0,14.2,Coffee,Clay,9.71,8,498,0,Low,0.0
23.7,93.4,35.0,23.6,Pepper,Chalky,0.9,7,302,0,Low,0.0
36.4,68.8,8.0,9.7,Pepper,Silty,9.41,3,44,0,Low,0.0
33.3,39.9,35.0,19.4,Vegetables,Loam,3.11,2,227,0,Low,0.0
34.2,47.3,15.0,24.2,Pepper,Loam,8.47,1,259,0,Low,0.0
35.9,44.2,8.0,28.0,Vegetables,Loam,9.9,5,397,0,Medium,0.0
33.9,58.3,0.0,14.9,Tea,Peat,7.09,5,58,1,High,17.4
38.5,51.0,0.0,10.1,Paddy,Chalky,5.02,8,341,1,High,22.9
38.1,85.1,0.0,11.9,Coconut,Sandy,3.06,5,412,1,High,19.3
23.2,60.5,8.0,16.6,Paddy,Chalky,7.11,7,110,0,Low,0.0
23.4,41.2,0.0,16.6,Coconut,Chalky,8.6,7,184,1,High,10.5
33.6,61.1,0.0,11.8,Rubber,Loam,9.61,8,146,1,High,17.0
24.8,59.9,8.0,5.2,Rubber,Sandy,8.44,9,12,0,Low,0.0
26.1,49.8,2.5,23.1,Coffee,Peat,7.25,9,255,1,High,13.0
28.8,71.1,15.0,4.9,Rubber,Chalky,7.52,6,366,0,Low,0.0
35.1,60.9,0.0,25.2,Banana,Clay,5.78,8,334,1,High,22.6
29.4,72.2,2.5,24.7,Banana,Sandy,9.44,5,26,1,Medium,22.5
28.2,59.8,0.0,24.8,Vegetables,Silty,7.28,4,37,1,High,17.0
34.4,92.2,2.5,11.3,Vegetables,Silty,3.69,8,498,1,High,21.8
31.3,84.2,2.5,18.7,Pepper,Clay,7.79,0,313,1,Medium,11.6
38.1,86.9,15.0,9.1,Tea,Chalky,4.32,6,218,0,Low,0.0
32.3,39.4,35.0,6.5,Coconut,Clay,3.44,1,147,0,Low,0.0
20.2,46.4,35.0,9.5,Banana,Clay,7.2,8,190,0,Low,0.0
28.2,90.7,60.0,10.0,Coconut,Chalky,4.87,1,135,0,Low,0.0
24.3,51.3,0.0,27.4,Vegetables,Silty,1.71,3,30,1,High,15.6
38.8,63.3,0.0,20.3,Banana,Sandy,2.03,4,37,1,High,23.9
36.7,63.9,2.5,19.0,Rubber,Sandy,2.91,5,12,1,High,19.8
30.4,71.6,0.0,5.4,Coffee,Peat,2.5,8,381,1,High,11.3
26.2,90.4,0.0,19.6,Vegetables,Chalky,7.61,6,412,1,Medium,17.6
24.9,90.8,8.0,13.3,Pepper,Clay,9.33,3,371,0,Low,0.0
22.6,45.4,2.5,4.2,Coconut,Silty,9.64,9,272,1,High,13.4
30.0,47.5,0.0,17.9,Tea,Peat,3.39,1,383,1,Medium,13.4
33.2,90.9,35.0,22.0,Tea,Loam,5.93,0,199,0,Low,0.0
24.9,66.7,15.0,5.8,Paddy,Silty,8.55,1,314,0,Low,0.0
32.9,91.2,0.0,11.6,Paddy,Silty,4.13,3,187,1,High,17.7
30.2,61.8,0.0,24.0,Coconut,Sandy,7.44,1,111,1,Medium,15.4
22.6,35.2,60.0,5.7,Vegetables,Clay,2.54,0,83,0,Low,0.0
24.2,79.9,2.5,25.0,Pepper,Silty,2.29,6,453,1,Medium,11.9
38.1,49.8,15.0,26.2,Coffee,Chalky,4.18,7,112,0,Medium,0.0
36.1,53.5,2.5,21.4,Coconut,Sandy,9.57,6,244,1,High,20.2
38.4,63.7,2.5,7.2,Pepper,Sandy,0.71,2,256,1,Medium,18.1
21.2,57.1,0.0,19.0,Coconut,Loam,6.79,7,497,1,High,12.2
25.5,91.4,0.0,25.5,Coffee,Chalky,3.85,8,227,1,Medium,12.3
26.9,92.0,0.0,9.5,Banana,Silty,8.93,7,289,1,Medium,16.7
33.9,66.5,0.0,19.2,Paddy,Peat,6.24,6,298,1,High,23.2
36.3,63.9,60.0,15.7,Rubber,Clay,2.35,3,352,0,Low,0.0
24.4,66.6,8.0,19.8,Vegetables,Silty,8.4,8,148,0,Low,0.0
20.3,60.6,60.0,11.7,Pepper,Peat,3.21,0,285,0,Low,0.0
20.6,52.0,0.0,12.1,Paddy,Chalky,0.95,4,360,1,High,18.8
24.3,82.7,35.0,19.5,Banana,Clay,9.51,1,58,0,Low,0.0
39.0,64.7,8.0,14.4,Pepper,Loam,2.53,5,270,0,Low,0.0
25.7,79.9,8.0,14.6,Vegetables,Sandy,5.27,2,8,0,Low,0.0
33.4,78.3,0.0,19.2,Paddy,Silty,9.03,9,405,1,High,22.0
28.2,57.6,60.0,7.1,Banana,Sandy,3.74,5,102,0,Low,0.0
20.4,77.0,15.0,12.4,Vegetables,Loam,9.45,6,246,0,Low,0.0
21.7,52.5,2.5,11.2,Rubber,Sandy,7.88,9,280,1,High,13.5
35.8,77.3,0.0,19.3,Tea,Peat,7.36,3,105,1,High,16.0
21.0,92.3,0.0,23.6,Coconut,Chalky,5.32,8,58,1,Medium,10.7
22.0,93.2,35.0,6.9,Rubber,Peat,2.93,8,238,0,Low,0.0
30.8,58.9,35.0,15.4,Coconut,Clay,8.09,0,114,0,Low,0.0
30.5,40.8,60.0,18.1,Coconut,Sandy,9.41,1,188,0,Low,0.0
27.1,72.6,60.0,14.8,Banana,Loam,1.49,5,351,0,Low,0.0
29.7,68.4,15.0,26.8,Paddy,Silty,1.53,0,201,0,Low,0.0
21.6,93.2,0.0,8.9,Coffee,Chalky,8.54,1,57,0,Medium,0.0
33.8,95.0,35.0,10.7,Coconut,Peat,3.39,2,108,0,Low,0.0
30.3,41.0,2.5,6.0,Coconut,Peat,5.78,5,463,1,High,10.8
31.3,80.4,60.0,10.8,Coconut,Peat,1.26,1,157,0,Low,0.0
36.0,63.9,2.5,7.7,Paddy,Sandy,2.55,2,70,1,Medium,24.2
29.8,70.3,35.0,23.0,Pepper,Chalky,3.35,8,107,0,Low,0.0
32.3,90.8,8.0,9.5,Rubber,Peat,6.69,7,280,0,Low,0.0
36.9,86.5,2.5,16.9,Coconut,Silty,6.29,1,157,1,Medium,16.7
20.2,63.9,2.5,9.2,Rubber,Sandy,8.15,2,370,0,Medium,0.0
24.9,36.9,0.0,9.0,Rubber,Peat,2.32,4,389,1,High,10.8
20.5,36.2,0.0,9.8,Paddy,Loam,9.68,0,129,1,Medium,18.7
21.1,90.7,35.0,27.6,Tea,Silty,2.98,8,211,0,Low,0.0
21.5,87.5,2.5,26.2,Banana,Sandy,4.37,1,227,0,Medium,0.0
32.6,58.7,8.0,15.6,Tea,Loam,8.97,9,177,0,Medium,0.0
31.0,74.4,0.0,7.4,Paddy,Chalky,4.41,0,471,1,Medium,19.7
20.1,88.6,0.0,21.7,Pepper,Chalky,5.91,5,136,1,Medium,12.2
25.7,59.0,35.0,9.1,Pepper,Loam,5.93,8,68,0,Low,0.0
35.2,39.2,60.0,24.4,Pepper,Clay,8.77,7,494,0,Medium,0.0
34.3,66.1,35.0,17.5,Rubber,Clay,1.81,9,402,0,Low,0.0
26.0,38.1,35.0,7.4,Tea,Loam,6.92,1,152,0,Low,0.0
21.7,49.4,15.0,27.0,Tea,Sandy,8.68,3,28,0,Low,0.0
37.7,58.9,35.0,25.5,Tea,Silty,9.12,2,340,0,Low,0.0
20.6,85.5,35.0,15.3,Vegetables,Loam,5.15,0,294,0,Low,0.0
20.3,60.1,2.5,23.2,Pepper,Chalky,6.28,3,235,1,Medium,13.1
30.9,76.7,35.0,6.9,Paddy,Sandy,4.88,8,363,0,Low,0.0
29.3,81.4,60.0,8.0,Coconut,Peat,1.77,0,260,0,Low,0.0
35.2,94.3,0.0,14.8,Paddy,Peat,4.04,0,350,1,Medium,21.0
25.2,78.2,35.0,4.8,Coconut,Sandy,0.97,4,357,0,Low,0.0
24.3,68.1,8.0,25.9,Rubber,Sandy,0.93,3,289,0,Low,0.0
27.8,51.4,15.0,9.2,Tea,Silty,1.98,7,264,0,Low,0.0
27.2,61.4,8.0,25.7,Coconut,Loam,4.78,7,240,0,Low,0.0
38.1,82.7,8.0,15.3,Tea,Loam,5.6,7,499,0,Low,0.0
31.2,35.7,0.0,27.7,Vegetables,Silty,0.94,6,312,1,High,17.9
26.1,59.6,0.0,16.8,Coconut,Sandy,6.73,9,288,1,High,13.1
28.2,69.2,8.0,23.6,Paddy,Peat,4.67,3,148,0,Low,0.0
23.9,57.3,2.5,4.8,Rubber,Chalky,6.6,8,448,1,High,13.6
29.7,59.6,0.0,10.9,Rubber,Sandy,6.95,5,190,1,High,13.6
25.9,89.0,60.0,12.7,Tea,Sandy,1.65,0,29,0,Low,0.0
34.7,36.2,60.0,7.5,Paddy,Silty,0.64,6,104,0,Medium,0.0
20.4,71.6,2.5,14.4,Rubber,Peat,9.46,1,300,0,Medium,0.0
38.2,39.3,35.0,11.8,Pepper,Loam,7.74,7,101,0,Medium,0.0
